satisfaction,sex,customer_type,age,travel_type,class,flight_distance,seat_comfort,time_convenience,food_drink,gate_location,inflight_wifi,inflight_entertainment,online_support,ease_booking,onboard_service,leg_room,baggage_handling,checkin_service,cleanliness,online_boarding,departure_delay,arrival_delay
satisfied,Male,loyal,52,Personal ,Eco,2545,4,4,4,5,4,4,4,4,3,4,5,5,4,4,0,0
satisfied,Female,loyal,50,Personal ,Eco Plus,1009,5,5,5,5,4,4,4,4,3,1,3,1,5,4,3,0
satisfied,Female,loyal,23,Business ,Business,3757,3,3,3,3,5,5,5,5,3,2,3,5,4,5,9,0
satisfied,Male,loyal,45,Business ,Business,1394,5,5,3,5,3,5,4,5,5,5,5,3,5,3,0,0
dissatisfied,Male,loyal,67,Personal ,Eco Plus,2326,3,4,3,5,2,3,2,2,3,3,5,3,5,2,13,38
satisfied,Male,loyal,54,Business ,Business,423,2,2,2,2,3,5,4,2,2,2,2,5,2,4,24,22
dissatisfied,Female,disloyal,23,Business ,Eco,2063,1,0,1,5,3,1,3,3,5,4,3,1,1,3,0,0
dissatisfied,Male,loyal,46,Business ,Business,2905,3,2,4,2,4,2,3,3,3,3,3,2,3,4,0,0
dissatisfied,Female,disloyal,42,Business ,Eco,2195,1,1,1,3,1,5,5,1,3,4,2,5,5,5,0,17
dissatisfied,Male,loyal,7,Business ,Business,3127,1,5,5,5,1,1,1,1,2,2,3,4,3,1,0,0
satisfied,Male,loyal,40,Business ,Business,217,0,4,0,2,3,4,5,1,1,1,1,3,1,5,9,23
satisfied,Male,loyal,25,Business ,Business,4628,1,1,1,1,5,5,5,5,3,3,4,5,5,5,16,14
satisfied,Female,loyal,61,Business ,Business,428,4,4,4,4,3,5,2,3,3,3,3,5,3,5,0,0
dissatisfied,Male,disloyal,15,Business ,Eco,1909,2,2,2,3,2,2,1,2,3,5,3,3,4,2,0,0
satisfied,Female,loyal,56,Personal ,Eco,863,2,2,2,2,3,4,4,4,4,4,4,5,4,4,2,0
dissatisfied,Male,loyal,16,Personal ,Eco,2355,2,5,2,4,3,2,2,3,4,2,5,5,4,3,0,3
dissatisfied,Male,disloyal,27,Business ,Business,2666,3,3,3,5,3,1,5,4,4,4,4,5,4,5,128,152
dissatisfied,Male,loyal,38,Personal ,Business,1030,3,4,3,4,4,4,4,4,4,3,4,3,4,5,0,0
satisfied,Female,loyal,57,Business ,Business,2557,4,4,4,4,5,5,4,4,4,4,4,3,4,5,0,0
dissatisfied,Female,loyal,66,Personal ,Eco,1382,4,5,5,1,4,3,4,5,5,5,5,3,5,4,0,0
dissatisfied,Female,disloyal,21,Business ,Eco,2636,2,2,2,3,5,2,5,5,3,3,5,5,4,5,0,0
dissatisfied,Female,loyal,32,Business ,Eco Plus,1944,2,5,5,5,2,1,2,2,1,3,2,4,1,2,1,0
satisfied,Female,loyal,63,Business ,Eco Plus,209,4,2,2,2,5,1,5,4,4,4,4,3,4,2,0,0
dissatisfied,Male,loyal,48,Business ,Business,1021,4,5,5,5,4,3,3,4,4,4,4,4,4,4,0,0
dissatisfied,Female,disloyal,43,Business ,Eco,1258,1,5,1,1,1,1,1,1,5,3,4,3,3,1,27,30
satisfied,Female,loyal,53,Personal ,Eco Plus,364,2,2,2,2,5,5,5,5,4,5,3,5,4,5,0,0
dissatisfied,Male,loyal,53,Business ,Eco,2277,2,2,2,2,2,2,2,2,3,3,3,1,3,2,0,0
satisfied,Female,loyal,41,Personal ,Eco,1351,5,5,5,5,3,2,4,4,4,4,4,3,4,5,0,0
dissatisfied,Male,disloyal,23,Business ,Eco,2736,2,2,2,2,2,2,2,2,4,1,4,2,1,2,0,0
satisfied,Male,loyal,43,Business ,Business,670,5,5,5,5,4,5,5,5,5,5,5,3,5,5,2,0
dissatisfied,Male,disloyal,32,Business ,Eco,1657,3,3,3,2,4,3,4,4,3,3,5,2,1,4,69,59
satisfied,Male,loyal,26,Personal ,Eco,2056,4,0,4,4,1,4,1,1,4,4,5,4,4,1,3,4
satisfied,Male,loyal,33,Personal ,Eco,1237,0,4,0,2,3,0,3,3,2,2,1,5,5,3,3,10
satisfied,Male,loyal,29,Business ,Business,2021,4,4,5,4,5,5,5,5,2,3,4,2,5,5,0,0
satisfied,Male,loyal,38,Business ,Business,3984,1,1,1,1,5,4,4,4,4,4,4,3,4,4,9,0
satisfied,Female,loyal,26,Business ,Business,2026,5,2,5,5,2,2,2,2,3,4,5,5,4,2,0,0
dissatisfied,Male,loyal,16,Personal ,Eco,1658,2,5,2,2,4,2,4,4,2,3,2,4,1,4,0,0
satisfied,Female,loyal,41,Business ,Eco,1321,5,5,5,5,5,5,5,5,4,5,1,3,2,5,0,4
satisfied,Male,loyal,43,Business ,Business,3425,2,2,2,2,4,4,5,4,4,4,4,5,4,5,0,2
dissatisfied,Male,loyal,28,Business ,Business,3284,3,4,4,4,3,3,3,3,3,5,2,3,4,3,0,15
satisfied,Female,loyal,22,Personal ,Business,2434,5,5,5,5,3,5,4,4,4,4,5,3,4,3,0,3
satisfied,Female,loyal,45,Business ,Business,687,2,2,2,2,3,4,5,5,5,5,5,4,5,5,14,10
dissatisfied,Male,loyal,32,Business ,Business,4446,1,1,1,1,1,1,1,1,3,1,4,4,4,1,1,26
satisfied,Male,loyal,51,Business ,Business,3357,2,2,1,2,2,2,2,4,2,4,4,2,4,2,127,162
satisfied,Female,loyal,75,Business ,Business,442,5,5,5,5,5,3,1,5,5,5,5,2,5,4,0,0
satisfied,Female,disloyal,46,Business ,Business,3379,5,5,5,3,5,5,4,5,4,5,5,3,4,5,0,0
dissatisfied,Male,loyal,34,Personal ,Eco,3380,3,5,3,2,3,2,2,5,5,2,4,2,1,2,146,148
satisfied,Male,loyal,36,Business ,Business,558,4,4,4,4,4,5,5,5,5,4,5,4,5,3,0,0
satisfied,Male,loyal,34,Business ,Business,98,3,3,3,3,1,5,5,3,3,4,4,4,3,1,0,2
satisfied,Female,loyal,51,Business ,Business,133,0,4,0,1,4,5,1,5,5,1,1,2,5,1,10,11
dissatisfied,Male,loyal,68,Personal ,Business,869,2,4,2,3,5,5,5,5,5,2,5,4,5,3,19,34
satisfied,Male,loyal,23,Personal ,Eco,2167,5,0,5,1,4,5,4,4,4,4,5,5,2,4,0,0
satisfied,Male,loyal,59,Business ,Eco,1785,5,5,5,5,5,5,5,5,2,4,2,1,4,5,0,0
satisfied,Male,loyal,35,Business ,Business,3188,3,3,4,3,1,2,2,5,5,5,5,5,5,1,0,0
dissatisfied,Female,loyal,46,Personal ,Eco,406,4,4,5,3,1,2,3,4,4,5,1,1,4,5,7,0
satisfied,Female,loyal,11,Personal ,Eco Plus,2282,2,2,2,2,3,4,4,4,4,4,4,5,4,3,0,0
satisfied,Female,loyal,54,Business ,Business,3651,0,5,0,5,2,1,2,5,5,5,5,1,5,3,0,16
satisfied,Male,loyal,55,Business ,Business,3774,4,4,4,4,4,4,4,4,4,4,4,3,4,3,20,15
dissatisfied,Male,loyal,30,Business ,Eco Plus,2321,4,1,1,1,4,4,4,4,3,5,3,2,2,4,48,52
dissatisfied,Male,disloyal,41,Business ,Eco,1509,3,0,3,3,1,3,1,1,4,4,5,3,5,1,3,0
satisfied,Male,loyal,47,Business ,Business,3726,2,2,2,2,4,4,5,5,5,5,5,3,5,4,0,0
satisfied,Female,loyal,8,Personal ,Eco,1333,2,2,2,2,5,5,5,4,4,5,4,3,4,5,0,0
satisfied,Female,loyal,11,Personal ,Eco Plus,2133,5,5,5,5,3,5,5,4,4,4,4,4,4,4,24,16
dissatisfied,Female,disloyal,22,Business ,Business,2015,4,1,4,4,5,4,5,5,2,4,3,4,4,5,0,0
satisfied,Female,loyal,67,Personal ,Eco Plus,260,0,0,0,1,3,5,4,3,3,2,2,5,3,3,0,0
dissatisfied,Female,disloyal,23,Business ,Eco,1989,3,1,3,2,2,3,2,2,2,2,3,2,2,2,35,39
satisfied,Female,loyal,15,Personal ,Eco,3008,1,1,1,1,2,1,2,5,5,5,5,5,5,1,16,25
satisfied,Female,loyal,25,Personal ,Eco Plus,2353,4,4,5,1,2,5,2,2,5,5,3,3,4,2,0,0
satisfied,Male,loyal,48,Business ,Business,647,2,2,2,2,3,4,5,4,4,4,4,5,4,4,0,0
satisfied,Female,loyal,51,Business ,Business,1782,3,3,3,3,4,4,5,5,5,5,5,5,5,5,0,0
dissatisfied,Female,disloyal,41,Business ,Business,2674,1,1,1,4,5,1,5,5,3,4,5,5,4,5,0,0
dissatisfied,Male,loyal,18,Personal ,Eco Plus,2621,1,5,1,4,4,1,4,4,5,4,3,3,5,4,12,7
satisfied,Male,loyal,29,Business ,Business,4913,4,4,4,4,4,4,4,4,3,3,5,4,5,4,2,2
satisfied,Female,loyal,63,Personal ,Eco,416,5,5,5,5,2,3,4,5,5,5,5,5,5,4,31,35
dissatisfied,Female,loyal,50,Business ,Business,1771,1,1,2,1,5,2,1,1,1,1,1,4,1,1,0,28
dissatisfied,Male,loyal,45,Personal ,Eco Plus,1120,4,4,4,3,3,4,3,3,3,5,5,4,5,3,0,3
dissatisfied,Female,disloyal,7,Business ,Eco Plus,1950,3,3,2,4,4,2,4,4,2,4,4,2,3,4,3,0
satisfied,Female,loyal,41,Business ,Eco,1322,5,4,4,4,5,5,5,5,4,2,3,5,1,5,0,0
dissatisfied,Male,loyal,73,Business ,Eco Plus,1206,3,1,4,1,3,3,3,3,4,1,3,2,2,3,12,17
satisfied,Female,loyal,42,Business ,Business,1755,3,3,3,3,5,5,5,2,2,3,2,5,2,5,0,0
satisfied,Male,loyal,47,Business ,Eco,2297,5,4,1,4,5,5,5,5,4,1,4,4,5,5,11,0
dissatisfied,Female,disloyal,36,Business ,Business,2215,2,2,2,3,4,2,4,4,5,3,5,5,5,4,0,1
dissatisfied,Male,loyal,68,Personal ,Eco,1871,3,5,3,3,3,3,3,3,3,4,5,3,4,3,24,24
satisfied,Female,loyal,30,Personal ,Eco,1605,5,5,5,5,2,5,5,4,4,4,4,3,4,4,0,6
dissatisfied,Female,disloyal,33,Business ,Business,2513,2,2,2,1,1,2,1,1,4,3,4,4,5,1,0,0
dissatisfied,Female,loyal,51,Business ,Eco,551,2,1,1,1,4,4,4,2,2,2,2,4,2,3,107,103
satisfied,Male,disloyal,20,Business ,Eco,1808,5,0,5,2,2,5,2,2,5,3,4,4,5,2,0,0
satisfied,Female,loyal,52,Business ,Business,1565,1,1,4,1,3,4,4,5,5,5,5,4,5,4,0,0
satisfied,Female,loyal,27,Personal ,Eco,2421,2,3,3,3,2,3,2,2,1,4,5,3,1,2,5,0
dissatisfied,Male,loyal,43,Business ,Eco,2971,1,5,3,5,1,1,1,1,1,5,4,1,3,1,0,0
satisfied,Male,loyal,35,Business ,Business,1734,1,1,1,1,4,5,4,4,4,4,4,4,4,4,0,0
satisfied,Female,loyal,28,Business ,Eco,1717,0,0,0,1,1,0,1,1,3,1,1,4,5,1,0,0
dissatisfied,Female,loyal,42,Business ,Business,448,4,1,1,1,4,3,3,4,4,4,4,4,4,1,0,0
satisfied,Male,loyal,47,Business ,Eco,1900,5,2,2,2,5,5,5,5,5,4,1,4,5,5,0,0
dissatisfied,Male,loyal,57,Business ,Business,3696,2,1,1,1,1,4,4,2,2,2,2,4,2,1,0,0
dissatisfied,Male,loyal,47,Business ,Business,499,1,1,1,1,1,4,4,1,1,1,1,1,1,3,0,17
satisfied,Male,loyal,42,Business ,Business,3387,5,5,5,5,3,5,4,5,5,5,5,5,5,4,69,55
satisfied,Female,loyal,62,Personal ,Eco,1523,1,1,1,1,2,5,4,5,5,5,5,4,5,4,80,66
satisfied,Female,disloyal,23,Business ,Eco,1471,4,0,4,4,4,4,4,4,4,4,5,2,1,4,0,0
satisfied,Male,loyal,49,Business ,Business,264,4,4,2,4,4,5,4,4,4,4,4,4,4,4,0,0
dissatisfied,Female,disloyal,29,Business ,Eco Plus,2092,2,2,2,4,1,2,1,1,1,4,3,1,3,1,76,63
satisfied,Female,loyal,15,Personal ,Eco,2595,5,2,1,2,2,1,2,2,2,1,2,2,2,2,0,0
dissatisfied,Male,loyal,48,Personal ,Eco,1599,3,3,3,5,3,3,3,3,2,1,3,4,5,3,68,99
dissatisfied,Male,loyal,62,Business ,Business,3324,3,2,2,2,2,3,3,3,3,3,3,3,3,1,0,0
dissatisfied,Female,loyal,16,Personal ,Eco,3392,4,5,4,4,5,4,5,5,3,4,4,4,5,5,36,16
satisfied,Male,loyal,18,Personal ,Eco,2770,0,4,0,1,3,0,3,3,3,2,5,3,4,3,0,0
satisfied,Female,loyal,40,Business ,Business,2154,4,4,4,4,5,5,4,4,4,4,4,5,4,3,0,0
satisfied,Male,loyal,42,Business ,Business,2248,1,1,1,1,4,1,3,3,3,3,3,2,3,5,0,0
satisfied,Male,loyal,37,Business ,Business,2278,3,3,3,3,3,5,5,4,4,4,4,5,4,3,0,12
dissatisfied,Male,disloyal,35,Business ,Business,2389,3,3,3,3,1,3,1,1,2,5,4,3,2,1,0,12
satisfied,Female,loyal,31,Business ,Business,4330,5,5,5,5,4,4,3,4,2,5,1,3,4,4,0,0
dissatisfied,Male,loyal,38,Business ,Eco Plus,3269,3,2,2,2,3,3,3,3,3,5,3,1,3,3,0,0
dissatisfied,Male,loyal,50,Business ,Eco Plus,1690,2,2,2,2,2,2,2,2,3,4,3,2,3,2,0,0
satisfied,Female,disloyal,23,Business ,Eco,1865,4,0,5,1,5,5,5,5,5,3,5,5,4,5,0,0
dissatisfied,Male,disloyal,59,Business ,Eco,2096,2,2,2,4,2,2,2,1,5,4,3,2,4,2,0,0
dissatisfied,Male,loyal,24,Business ,Business,4563,3,1,1,1,3,3,3,3,1,1,1,5,1,3,10,4
dissatisfied,Female,disloyal,62,Business ,Eco,1494,1,1,0,3,2,0,5,2,2,5,4,4,3,2,0,0
dissatisfied,Male,loyal,67,Personal ,Eco,2011,3,1,2,3,2,2,2,2,1,3,3,4,4,2,34,13
dissatisfied,Male,loyal,56,Personal ,Eco,1865,2,4,4,1,2,4,2,2,3,5,5,3,1,2,0,0
satisfied,Female,loyal,33,Personal ,Eco,1797,5,5,5,5,4,4,4,4,5,5,4,3,4,4,10,3
satisfied,Female,loyal,63,Personal ,Eco,687,3,3,3,3,5,5,5,5,5,5,4,5,4,5,0,0
dissatisfied,Male,loyal,70,Personal ,Eco Plus,2990,1,4,0,3,3,0,3,3,3,4,3,5,4,3,95,57
dissatisfied,Male,loyal,70,Personal ,Eco,1973,4,5,4,5,1,4,2,1,5,1,3,4,2,1,7,6
dissatisfied,Male,loyal,31,Business ,Business,4706,3,4,4,4,3,3,3,3,2,2,2,4,3,3,0,0
dissatisfied,Male,loyal,24,Personal ,Eco,1518,3,5,3,3,2,3,5,2,4,5,4,4,5,2,5,0
dissatisfied,Female,disloyal,21,Business ,Eco,1735,4,0,4,2,5,4,5,5,4,4,5,5,4,5,0,2
dissatisfied,Female,disloyal,40,Business ,Business,1466,2,2,2,4,1,2,1,1,1,4,3,2,3,1,0,0
dissatisfied,Male,disloyal,41,Business ,Business,1399,3,3,3,1,5,3,5,5,4,2,4,3,5,5,3,11
dissatisfied,Male,loyal,61,Personal ,Eco,1059,1,5,0,2,2,0,2,2,4,2,5,4,4,2,0,0
satisfied,Female,loyal,63,Personal ,Eco Plus,2539,1,1,1,1,4,4,5,4,4,4,4,5,4,3,0,13
dissatisfied,Female,disloyal,30,Business ,Eco,2320,3,3,3,3,5,3,4,5,2,2,3,4,3,5,22,11
dissatisfied,Female,loyal,63,Business ,Eco,410,3,3,5,3,3,3,4,3,3,3,3,1,3,4,0,0
satisfied,Female,loyal,54,Personal ,Eco,483,5,4,1,3,2,3,4,4,4,1,4,1,4,4,0,0
dissatisfied,Male,disloyal,33,Business ,Eco,1768,3,2,3,4,1,3,1,1,1,2,3,1,4,1,15,8
dissatisfied,Male,loyal,36,Personal ,Eco Plus,2513,1,3,1,2,2,1,2,2,3,3,3,3,2,2,0,0
satisfied,Male,loyal,43,Business ,Business,704,4,4,4,4,1,2,5,4,4,4,4,2,4,5,0,0
satisfied,Female,loyal,36,Business ,Business,2599,2,2,2,2,5,5,4,2,2,2,2,5,2,3,0,0
satisfied,Female,loyal,46,Business ,Business,3738,3,3,3,3,3,5,5,4,4,4,5,5,4,3,0,6
dissatisfied,Male,loyal,37,Personal ,Eco,1799,2,4,2,3,5,2,5,5,3,3,5,3,4,5,0,0
dissatisfied,Male,loyal,69,Personal ,Business,372,3,5,3,3,4,5,4,2,2,3,3,5,2,4,70,56
satisfied,Female,loyal,53,Business ,Business,1184,5,5,5,5,3,5,4,4,4,4,4,4,4,5,0,0
satisfied,Female,loyal,29,Business ,Business,5537,5,5,4,5,5,5,5,3,4,4,5,5,5,5,172,156
satisfied,Female,loyal,43,Business ,Business,2108,5,5,2,5,2,3,1,4,4,4,4,2,4,3,0,0
satisfied,Female,loyal,70,Personal ,Eco,1526,2,2,2,2,1,2,3,2,2,2,2,4,2,2,21,10
satisfied,Male,loyal,31,Business ,Business,3416,3,3,4,3,5,5,5,4,4,3,2,5,3,5,0,5
satisfied,Male,loyal,52,Business ,Business,1376,3,3,2,3,2,4,5,5,5,5,5,5,5,4,48,41
satisfied,Male,loyal,37,Business ,Business,2233,1,1,1,1,5,5,4,5,5,5,5,5,5,4,59,62
satisfied,Female,loyal,29,Business ,Eco,1977,4,2,2,2,4,4,4,4,2,4,3,3,2,4,2,34
dissatisfied,Female,loyal,45,Business ,Business,3670,2,4,4,4,5,4,3,2,2,2,2,4,2,4,0,1
satisfied,Female,loyal,56,Personal ,Eco,771,4,4,4,4,2,1,3,2,2,4,2,4,2,3,71,58
dissatisfied,Male,loyal,52,Personal ,Eco,2463,3,3,3,5,3,3,2,3,4,1,3,3,2,3,34,35
satisfied,Male,disloyal,26,Business ,Eco,1995,5,0,5,2,3,5,3,3,2,4,1,4,4,3,11,0
satisfied,Male,loyal,64,Personal ,Eco,2319,4,4,4,3,5,4,5,5,3,3,5,5,4,5,0,0
dissatisfied,Male,loyal,39,Business ,Eco,1419,3,5,5,5,3,2,3,3,4,5,3,1,3,3,48,34
dissatisfied,Male,loyal,8,Business ,Business,4062,2,1,1,1,2,3,2,2,4,5,3,3,3,2,0,0
satisfied,Female,loyal,43,Personal ,Eco,2316,5,5,5,5,5,5,5,5,2,1,2,1,1,5,4,11
dissatisfied,Male,loyal,63,Business ,Eco,3713,3,5,5,5,3,3,3,3,4,3,2,3,4,3,1,0
satisfied,Female,loyal,45,Business ,Business,2188,3,3,3,3,5,5,4,2,2,3,2,3,2,3,0,0
satisfied,Female,loyal,26,Personal ,Eco,1515,5,5,5,5,2,2,2,2,3,3,4,4,4,2,0,1
satisfied,Female,loyal,62,Personal ,Eco,1468,4,3,4,2,1,4,3,2,2,4,2,1,2,2,0,0
satisfied,Female,loyal,51,Business ,Eco,202,4,3,3,3,1,5,5,4,4,4,4,1,4,3,1,0
dissatisfied,Female,loyal,27,Business ,Business,3177,2,1,1,1,2,2,2,2,2,1,2,2,2,2,0,0
dissatisfied,Male,disloyal,23,Business ,Eco,1613,3,4,3,4,1,3,1,1,4,5,5,3,5,1,0,0
satisfied,Male,loyal,42,Business ,Business,1610,4,4,4,4,2,4,4,5,5,5,5,4,5,5,2,0
satisfied,Female,loyal,50,Business ,Business,481,4,4,4,4,3,5,5,3,3,3,3,4,3,4,4,10
satisfied,Female,loyal,11,Personal ,Eco,2710,5,2,5,4,2,5,2,2,1,2,4,4,3,2,0,0
dissatisfied,Male,loyal,46,Personal ,Eco Plus,2472,4,5,4,4,1,4,1,1,5,2,5,5,5,1,0,1
dissatisfied,Female,disloyal,32,Business ,Eco,1581,4,4,4,2,2,4,2,2,2,5,3,3,3,2,0,0
satisfied,Female,loyal,12,Business ,Business,2721,5,5,5,5,4,4,4,4,5,3,3,4,5,4,0,0
dissatisfied,Female,disloyal,27,Business ,Eco,1920,2,2,2,3,4,2,4,4,2,3,1,3,3,4,1,14
satisfied,Female,loyal,41,Personal ,Eco,1832,2,3,2,2,4,5,4,3,3,3,3,4,3,3,0,0
satisfied,Male,loyal,47,Business ,Business,1415,4,4,4,4,4,5,4,5,5,5,5,4,5,4,11,5
satisfied,Female,loyal,42,Personal ,Eco,272,4,4,4,4,5,5,5,4,4,4,4,5,4,3,55,59
satisfied,Female,loyal,69,Personal ,Eco,1489,1,1,5,1,2,4,4,4,4,5,4,4,4,4,107,96
satisfied,Female,loyal,36,Personal ,Eco,2058,0,5,0,5,4,0,4,4,5,5,4,2,2,4,45,46
dissatisfied,Female,loyal,27,Personal ,Eco,3766,3,1,4,3,4,4,4,1,3,3,4,4,4,4,98,138
dissatisfied,Female,loyal,24,Business ,Eco,2120,2,4,1,4,2,2,2,2,3,2,4,3,3,2,2,6
satisfied,Female,loyal,80,Business ,Business,2823,4,4,4,4,4,4,4,5,5,5,5,3,5,5,0,0
dissatisfied,Male,loyal,19,Business ,Business,2634,4,5,5,5,4,3,4,4,1,2,3,1,4,4,31,25
dissatisfied,Male,loyal,14,Personal ,Eco,2383,3,5,3,4,3,3,2,3,3,4,4,5,4,3,1,13
dissatisfied,Female,loyal,44,Personal ,Eco,469,4,4,4,1,4,5,4,5,5,4,5,3,5,3,0,0
satisfied,Female,loyal,16,Personal ,Eco Plus,1695,4,4,4,4,3,5,5,4,4,4,4,5,4,5,1,62
dissatisfied,Female,loyal,50,Business ,Business,3680,2,4,4,4,1,3,3,2,2,2,2,1,2,3,0,0
satisfied,Female,loyal,20,Personal ,Eco,2647,2,2,2,2,4,4,4,5,5,5,5,5,5,3,0,0
satisfied,Female,loyal,35,Business ,Business,3856,4,4,2,4,3,5,3,5,5,5,5,2,5,1,13,5
satisfied,Female,loyal,50,Business ,Business,376,0,0,0,1,2,5,4,2,2,2,2,5,2,5,22,52
satisfied,Female,loyal,52,Business ,Eco,1294,4,1,2,2,5,2,2,4,4,4,4,1,4,3,0,0
satisfied,Female,loyal,31,Business ,Eco Plus,1831,5,1,1,1,5,5,5,5,3,5,1,3,3,5,0,9
dissatisfied,Male,loyal,25,Business ,Business,4404,3,1,1,1,3,3,3,3,2,1,2,1,3,3,6,7
satisfied,Female,loyal,34,Business ,Business,411,5,5,3,5,3,4,4,5,5,5,5,3,5,5,0,6
dissatisfied,Female,loyal,50,Business ,Business,1545,4,3,4,4,2,4,4,4,4,4,4,1,4,3,0,16
dissatisfied,Male,loyal,20,Business ,Business,3335,2,3,3,3,2,2,2,2,1,3,4,3,4,2,0,0
satisfied,Male,loyal,47,Business ,Business,102,4,4,4,4,3,4,4,5,5,5,4,4,5,5,0,0
dissatisfied,Female,loyal,61,Business ,Business,2341,2,1,1,1,1,3,4,2,2,2,2,3,2,2,28,1
satisfied,Female,loyal,36,Business ,Business,1635,4,4,4,4,2,5,4,4,4,3,4,5,4,3,5,0
satisfied,Female,loyal,58,Business ,Business,1693,1,1,1,1,2,3,4,5,5,5,5,4,5,3,0,0
satisfied,Male,loyal,41,Business ,Eco,1897,4,1,1,1,4,4,4,4,5,4,3,2,3,4,0,0
dissatisfied,Male,disloyal,27,Business ,Eco,2843,2,2,2,2,3,2,3,3,4,3,4,4,5,3,0,0
satisfied,Male,loyal,18,Business ,Business,4614,5,5,5,5,5,5,5,5,4,3,1,4,5,5,0,0
dissatisfied,Female,loyal,59,Business ,Business,3869,3,4,2,2,5,3,4,3,3,3,3,3,3,1,13,19
dissatisfied,Male,loyal,27,Personal ,Eco,2233,3,5,3,3,1,3,1,1,4,2,4,2,2,1,0,0
dissatisfied,Male,disloyal,25,Business ,Business,2339,4,4,4,1,4,1,1,4,3,4,4,1,5,1,141,141
dissatisfied,Male,loyal,46,Personal ,Eco,2518,2,4,2,3,5,2,5,5,5,2,3,4,4,5,0,0
dissatisfied,Male,loyal,16,Business ,Business,1048,1,4,4,4,3,3,1,3,2,2,3,2,2,3,4,0
satisfied,Male,loyal,45,Business ,Business,1534,3,3,3,3,4,5,4,5,5,5,5,4,5,4,41,14
satisfied,Female,loyal,44,Business ,Business,1062,2,2,2,2,1,2,1,2,2,2,2,1,2,4,0,0
satisfied,Male,loyal,50,Business ,Business,997,2,2,2,2,4,5,5,4,4,5,4,5,4,3,24,32
dissatisfied,Female,loyal,29,Business ,Business,3537,5,1,1,1,5,4,5,5,4,2,3,4,3,5,22,17
satisfied,Female,loyal,20,Business ,Business,3770,3,3,3,3,4,4,4,4,5,4,4,5,5,4,0,0
dissatisfied,Male,disloyal,50,Business ,Business,1867,2,2,2,2,5,2,5,5,3,3,1,3,2,5,7,12
satisfied,Female,loyal,39,Business ,Eco Plus,1751,5,5,5,5,5,5,5,5,2,2,2,3,2,5,0,0
satisfied,Female,loyal,50,Business ,Eco Plus,685,4,2,2,2,5,2,4,4,4,4,4,5,4,1,4,29
satisfied,Female,loyal,34,Business ,Business,1870,4,4,5,4,5,4,4,4,4,4,4,4,4,5,0,0
satisfied,Female,loyal,24,Business ,Business,3300,2,2,3,2,4,4,4,4,5,3,5,3,5,4,0,0
dissatisfied,Male,loyal,29,Business ,Business,2533,1,4,4,4,1,1,1,4,5,3,4,1,1,1,212,210
dissatisfied,Male,loyal,36,Personal ,Eco Plus,1851,1,5,1,1,3,1,3,3,5,5,5,5,4,3,0,8
dissatisfied,Male,disloyal,20,Business ,Business,4241,3,2,3,4,3,3,2,2,2,4,3,2,2,2,193,185
dissatisfied,Male,loyal,40,Business ,Business,3137,3,2,2,2,3,3,3,3,4,4,3,3,3,3,276,255
dissatisfied,Female,loyal,48,Business ,Eco,390,3,3,3,3,4,4,4,3,3,3,3,3,3,3,6,0
dissatisfied,Female,disloyal,40,Business ,Business,1150,3,3,3,4,5,3,5,5,1,3,4,4,3,5,0,0
satisfied,Male,loyal,45,Business ,Business,2861,4,4,4,4,3,4,5,5,5,5,5,4,5,3,0,8
satisfied,Female,loyal,46,Business ,Business,331,4,4,5,4,5,4,5,5,5,5,5,4,5,5,0,0
satisfied,Female,loyal,23,Business ,Business,3282,2,2,2,2,5,4,5,5,5,2,3,5,5,5,0,0
satisfied,Female,loyal,45,Business ,Eco,466,4,3,3,3,2,3,4,3,3,4,3,3,3,1,0,0
satisfied,Female,loyal,58,Business ,Business,1651,4,4,4,4,2,4,5,4,4,4,4,4,4,5,44,17
satisfied,Female,loyal,26,Personal ,Eco Plus,1022,0,5,0,1,4,0,5,4,5,5,4,4,4,4,103,102
satisfied,Male,loyal,59,Business ,Business,1668,5,2,5,5,5,4,4,4,4,4,4,4,4,5,0,0
satisfied,Female,loyal,47,Business ,Business,2461,5,5,5,5,4,4,4,4,4,4,4,4,4,3,4,7
dissatisfied,Male,loyal,67,Personal ,Business,854,1,3,1,4,3,4,3,1,1,1,3,2,1,4,24,8
dissatisfied,Male,loyal,11,Personal ,Eco,2372,3,3,3,2,4,3,2,4,3,1,2,3,2,4,0,17
dissatisfied,Female,loyal,30,Business ,Eco Plus,1935,4,3,3,3,4,4,4,4,1,2,4,4,3,4,11,12
dissatisfied,Male,loyal,28,Business ,Eco Plus,1869,1,0,0,4,2,0,2,2,1,4,3,4,3,2,3,4
satisfied,Female,loyal,55,Business ,Business,3686,2,2,3,2,3,4,4,5,5,4,5,4,5,4,0,3
dissatisfied,Female,loyal,61,Personal ,Eco,77,4,5,0,3,5,5,5,4,4,0,4,5,4,3,55,40
dissatisfied,Male,loyal,46,Personal ,Eco,1851,1,4,1,4,4,1,4,4,3,2,5,4,4,4,10,20
satisfied,Female,loyal,37,Business ,Business,2587,4,4,4,4,1,2,1,5,5,5,5,5,5,4,20,13
dissatisfied,Male,loyal,45,Business ,Eco Plus,3326,3,4,4,4,2,3,2,2,1,1,4,2,3,2,3,5
dissatisfied,Male,loyal,47,Business ,Business,342,2,5,5,5,1,1,2,2,2,2,2,1,2,3,29,21
